ano;mes;cnae_2_descricao_secao;saldo_movimentacao;salario_mensal
2015;12;Alojamento E Alimentação;-58;508548.04
2016;4;Alojamento E Alimentação;-99;686527.53
2017;2;Alojamento E Alimentação;-14;638985.94
2013;3;Administração Pública, Defesa E Seguridade Social;-110;999036.01
2023;7;Educação;-22;17852083.99
2014;9;Educação;-6;486736.45
2010;3;Alojamento E Alimentação;55;842325.64
2021;12;Educação;-286;25478608.040000003
2023;7;Saúde Humana E Serviços Sociais;41;1061763.0700000003
2016;9;Saúde Humana E Serviços Sociais;38;413752.0
2019;1;Construção;-67;1163785.5
2007;10;Atividades Administrativas E Serviços Complementares;223;1078227.0
2009;8;Transporte, Armazenagem E Correio;-56;741747.49
2018;5;Indústrias De Transformação;164;1563988.39
2013;4;Transporte, Armazenagem E Correio;17;1366667.2
2019;2;Informação E Comunicação;-67;809470.91
2009;5;Artes, Cultura, Esporte E Recreação;5;7231.0
2010;3;Construção;114;739445.98
2013;3;Construção;181;1043032.93
2021;12;Indústrias De Transformação;-154;1506972.3499999996
2018;3;Atividades Financeiras, De Seguros E Serviços Relacionados;73;891478.32
2018;3;Construção;32;1137928.54
2014;9;Atividades Imobiliárias;-30;56978.94
2016;10;Atividades Imobiliárias;2;15582.0
2009;10;Construção;121;625783.39
2013;10;Indústrias De Transformação;42;2135802.5
2014;9;Atividades Profissionais, Científicas E Técnicas;15;322947.39
2009;10;Atividades Administrativas E Serviços Complementares;266;1589120.48
2019;12;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-4;40730.0
2015;12;Educação;-525;900092.61
2015;1;Artes, Cultura, Esporte E Recreação;-38;86813.0
2008;11;Atividades Imobiliárias;-6;8942.0
2018;12;Atividades Financeiras, De Seguros E Serviços Relacionados;98;894706.2
2009;5;"Comércio; Reparação De Veículos Automotores E Motocicletas";350;2255489.15
2012;6;"Comércio; Reparação De Veículos Automotores E Motocicletas";358;3916485.61
2012;6;Indústrias De Transformação;-13;2114651.69
2010;5;Educação;55;285388.8
2016;7;Construção;-87;978694.29
2014;2;Organismos Internacionais E Outras Instituições Extraterritoriais;-3;22369.0
2016;4;Atividades Administrativas E Serviços Complementares;-143;2139093.87
2012;6;Outras Atividades De Serviços;-2;172371.8
2010;3;Indústrias De Transformação;136;1849645.26
2016;7;Atividades Profissionais, Científicas E Técnicas;51;348861.71
2012;6;Alojamento E Alimentação;70;949147.32
2021;12;Atividades Administrativas E Serviços Complementares;137;10125259.449999925
2023;11;Atividades Administrativas E Serviços Complementares;-4628;14901052.900000116
2019;1;Saúde Humana E Serviços Sociais;-3;678953.23
2007;1;Indústrias De Transformação;70;1224327.0
2023;9;Saúde Humana E Serviços Sociais;-19;2270.97
2016;10;"Comércio; Reparação De Veículos Automotores E Motocicletas";448;4777316.92
2007;10;Alojamento E Alimentação;163;566447.0
2013;7;Atividades Administrativas E Serviços Complementares;-18;1922800.68
2018;12;Alojamento E Alimentação;71;661843.0
2015;6;Educação;-159;617273.26
2008;11;Educação;3;91078.0
2009;10;Organismos Internacionais E Outras Instituições Extraterritoriais;1;672.0
2016;4;Transporte, Armazenagem E Correio;-43;1121131.29
2023;7;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-5;125282.51000000001
2018;9;Outras Atividades De Serviços;-16;119014.8
2009;11;Educação;2;142090.81
2018;9;Alojamento E Alimentação;45;686272.29
2018;3;Transporte, Armazenagem E Correio;42;1056271.03
2009;8;Outras Atividades De Serviços;42;108056.89
2017;3;Alojamento E Alimentação;-1;685113.37
2023;11;Atividades Profissionais, Científicas E Técnicas;-59;4625919.500000004
2016;1;Atividades Administrativas E Serviços Complementares;-272;1696907.85
2019;2;Construção;258;1155894.49
2007;10;Construção;176;393626.0
2013;3;Atividades Administrativas E Serviços Complementares;-15;1742021.96
2015;9;Educação;48;452903.0
2017;2;"Comércio; Reparação De Veículos Automotores E Motocicletas";-323;4839176.82
2014;6;Alojamento E Alimentação;6;533254.74
2015;1;Saúde Humana E Serviços Sociais;8;354473.92
2009;11;Atividades Profissionais, Científicas E Técnicas;41;111116.0
2009;11;Construção;-49;620150.27
2014;9;Alojamento E Alimentação;-15;676075.55
2014;6;Indústrias De Transformação;-21;2079360.6
2016;6;Saúde Humana E Serviços Sociais;203;439993.31
2016;12;Atividades Imobiliárias;1;13460.0
2016;12;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-2;11000.0
2018;12;Transporte, Armazenagem E Correio;-55;921255.03
2021;12;Artes, Cultura, Esporte E Recreação;23;136207.96000000002
2019;1;Atividades Administrativas E Serviços Complementares;264;3208643.33
2016;10;Atividades Financeiras, De Seguros E Serviços Relacionados;22;690488.36
2021;12;Informação E Comunicação;79;1039765.7100000014
2015;6;Outras Atividades De Serviços;-44;225830.34
2023;11;Educação;7;5493334.889999996
2023;9;Atividades Financeiras, De Seguros E Serviços Relacionados;23;
2015;6;Saúde Humana E Serviços Sociais;3;416524.63
2015;9;"Comércio; Reparação De Veículos Automotores E Motocicletas";-22;4792905.38
2016;6;Transporte, Armazenagem E Correio;-62;1252634.61
2016;10;Artes, Cultura, Esporte E Recreação;-7;39127.27
2018;12;Educação;-301;979628.55
2023;9;Atividades Administrativas E Serviços Complementares;-271;1799.43
2009;1;Atividades Profissionais, Científicas E Técnicas;15;108475.0
2009;10;Informação E Comunicação;-79;429899.6
2015;1;Atividades Financeiras, De Seguros E Serviços Relacionados;11;512826.0
2010;5;Artes, Cultura, Esporte E Recreação;-1;25183.0
2007;11;Atividades Financeiras, De Seguros E Serviços Relacionados;67;289277.0
2013;3;Artes, Cultura, Esporte E Recreação;1;35727.0
2019;12;Atividades Administrativas E Serviços Complementares;29;2667334.12
2017;6;Indústrias De Transformação;-225;2033032.15
2008;3;Artes, Cultura, Esporte E Recreação;0;19850.0
2018;3;Outras Atividades De Serviços;75;296603.73
2012;1;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;36;66290.0
2009;11;Atividades Financeiras, De Seguros E Serviços Relacionados;30;608253.15
2017;2;Atividades Financeiras, De Seguros E Serviços Relacionados;-94;1206679.0
2017;2;Administração Pública, Defesa E Seguridade Social;-170;303406.43
2019;1;Alojamento E Alimentação;-26;777170.36
2018;9;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;10;108124.0
2014;6;Transporte, Armazenagem E Correio;-60;1328559.96
2019;2;"Comércio; Reparação De Veículos Automotores E Motocicletas";-322;5720683.04
2007;10;Atividades Imobiliárias;-5;9757.0
2018;3;Alojamento E Alimentação;-9;985326.25
2016;4;Indústrias De Transformação;-18;1456701.49
2007;11;Alojamento E Alimentação;11;491776.0
2018;5;Saúde Humana E Serviços Sociais;81;745395.96
2009;10;Transporte, Armazenagem E Correio;58;714909.19
2018;9;Artes, Cultura, Esporte E Recreação;-12;111912.0
2007;8;Construção;22;231982.0
2007;6;Artes, Cultura, Esporte E Recreação;-55;40954.0
2019;2;Transporte, Armazenagem E Correio;72;1352440.7
2013;7;Educação;-135;310136.39
2023;9;Atividades Imobiliárias;4;
2007;6;Administração Pública, Defesa E Seguridade Social;208;678950.0
2019;12;Indústrias Extrativas;-8;17612.0
2007;11;Transporte, Armazenagem E Correio;169;592824.0
2015;6;Atividades Administrativas E Serviços Complementares;77;2075272.28
2018;5;"Comércio; Reparação De Veículos Automotores E Motocicletas";281;5016950.91
2010;3;Transporte, Armazenagem E Correio;152;849161.77
2016;8;Indústrias De Transformação;-162;1804236.77
2018;3;Atividades Profissionais, Científicas E Técnicas;83;949805.11
2018;3;Artes, Cultura, Esporte E Recreação;-15;148842.0
2013;3;Indústrias De Transformação;48;2517377.32
2015;9;Atividades Imobiliárias;-2;28233.0
2016;8;Outras Atividades De Serviços;16;168040.12
2009;1;Construção;56;436093.47
2009;8;Informação E Comunicação;77;386550.81
2018;12;Outras Atividades De Serviços;-64;258844.28
2023;7;Atividades Financeiras, De Seguros E Serviços Relacionados;5;1993935.950000001
2014;9;Informação E Comunicação;401;1809146.87
2017;3;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;2;77225.0
2007;11;Atividades Imobiliárias;0;13389.0
2023;11;Outras Atividades De Serviços;-4;389731.36
2016;8;Artes, Cultura, Esporte E Recreação;-12;56012.0
2015;1;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-8;57028.0
2007;11;Construção;86;325651.0
2019;1;Informação E Comunicação;60;994584.48
2019;1;Educação;69;666396.77
2019;12;Atividades Imobiliárias;6;62488.0
2008;3;Transporte, Armazenagem E Correio;189;587006.81
2014;6;Construção;46;1003549.25
2009;11;Atividades Administrativas E Serviços Complementares;336;1405950.5
2010;3;"Comércio; Reparação De Veículos Automotores E Motocicletas";348;3130502.8
2016;9;Atividades Administrativas E Serviços Complementares;-125;1726097.36
2017;6;Atividades Profissionais, Científicas E Técnicas;26;713210.5
2013;4;Artes, Cultura, Esporte E Recreação;3;24488.0
2016;1;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-13;74652.0
2019;12;"Comércio; Reparação De Veículos Automotores E Motocicletas";-64;5082547.97
2007;6;Atividades Profissionais, Científicas E Técnicas;2;27871.0
2007;1;Serviços Domésticos;-1;350.0
2007;10;Informação E Comunicação;12;201984.0
2016;7;Outras Atividades De Serviços;7;133459.9
2013;10;Informação E Comunicação;-64;845908.29
2009;8;Indústrias De Transformação;-128;1687109.23
2019;1;Atividades Financeiras, De Seguros E Serviços Relacionados;-13;787085.0
2016;1;Atividades Imobiliárias;-3;23276.82
2016;1;Indústrias De Transformação;12;1324992.43
2019;12;Informação E Comunicação;-71;926026.06
2010;3;Informação E Comunicação;53;521275.13
2011;3;Atividades Imobiliárias;-5;40355.0
2023;9;Indústrias De Transformação;120;
2012;6;Atividades Financeiras, De Seguros E Serviços Relacionados;15;588337.0
2012;1;Atividades Profissionais, Científicas E Técnicas;30;281347.0
2015;1;Informação E Comunicação;35;1126725.1
2018;9;Atividades Administrativas E Serviços Complementares;176;1826858.07
2014;9;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;5;79973.16
2015;9;Atividades Financeiras, De Seguros E Serviços Relacionados;-15;291977.59
2008;3;Outras Atividades De Serviços;20;90878.88
2014;6;Atividades Profissionais, Científicas E Técnicas;7;353032.52
2009;8;Atividades Imobiliárias;-3;18138.0
2017;6;Atividades Imobiliárias;-7;36714.0
2018;3;Administração Pública, Defesa E Seguridade Social;2;1086400.82
2015;6;Atividades Imobiliárias;-4;61165.01
2007;11;Outras Atividades De Serviços;0;76662.0
2016;4;Atividades Financeiras, De Seguros E Serviços Relacionados;-110;1306223.21
2016;9;Informação E Comunicação;-32;824250.04
2016;10;Administração Pública, Defesa E Seguridade Social;-69;175553.28
2018;9;"Comércio; Reparação De Veículos Automotores E Motocicletas";-120;4217093.09
2015;9;Construção;40;1217432.19
2016;6;Alojamento E Alimentação;-53;506872.76
2017;6;Artes, Cultura, Esporte E Recreação;16;79116.07
2013;4;Informação E Comunicação;31;982654.53
2023;10;"Comércio; Reparação De Veículos Automotores E Motocicletas";161;8041233.839999977
2015;12;Atividades Financeiras, De Seguros E Serviços Relacionados;-25;155698.48
2007;11;Atividades Administrativas E Serviços Complementares;-21;939920.0
2023;10;Educação;25;10880181.500000002
2014;6;"Comércio; Reparação De Veículos Automotores E Motocicletas";650;5208699.97
2018;3;Informação E Comunicação;-71;979583.06
2009;8;Construção;123;577153.94
2023;11;Administração Pública, Defesa E Seguridade Social;-1;2864.4
2007;11;Educação;-12;91924.0
2023;9;"Comércio; Reparação De Veículos Automotores E Motocicletas";122;
2018;9;Informação E Comunicação;-62;784837.04
2017;6;Informação E Comunicação;84;871369.13
2009;11;Alojamento E Alimentação;38;701050.76
2016;1;Atividades Profissionais, Científicas E Técnicas;-22;280666.85
2013;10;Transporte, Armazenagem E Correio;64;1583745.3
2013;10;Administração Pública, Defesa E Seguridade Social;129;1256017.94
2007;6;Indústrias De Transformação;25;1309962.0
2012;6;Construção;-58;1127718.07
2015;9;Atividades Profissionais, Científicas E Técnicas;62;297644.46
2016;1;"Comércio; Reparação De Veículos Automotores E Motocicletas";-765;4488838.4
2013;10;Construção;219;1340754.54
2023;10;Atividades Profissionais, Científicas E Técnicas;-39;3871481.9000000022
2023;9;Transporte, Armazenagem E Correio;681;
2016;7;Informação E Comunicação;52;730216.77
2016;10;Educação;5;292918.0
2016;4;Outras Atividades De Serviços;11;184486.6
2021;12;Construção;-88;1695184.3499999905
2021;12;Administração Pública, Defesa E Seguridade Social;-29;130982.78000000006
2016;8;Informação E Comunicação;-242;1133669.66
2013;10;"Comércio; Reparação De Veículos Automotores E Motocicletas";175;4562974.65
2014;6;Informação E Comunicação;14;1024988.42
2012;1;Atividades Financeiras, De Seguros E Serviços Relacionados;21;591440.24
2015;12;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-1;2673.0
2009;11;Transporte, Armazenagem E Correio;-5;705906.78
2012;1;Outras Atividades De Serviços;-24;153968.38
2017;6;Transporte, Armazenagem E Correio;-57;1180911.56
2016;6;"Comércio; Reparação De Veículos Automotores E Motocicletas";-576;4280155.52
2019;2;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;6;60732.0
2012;6;Transporte, Armazenagem E Correio;239;1144437.22
2023;10;Atividades Administrativas E Serviços Complementares;30;8785534.329999989
2018;9;Atividades Financeiras, De Seguros E Serviços Relacionados;204;983609.76
2015;1;Outras Atividades De Serviços;7;217741.49
2007;8;Outras Atividades De Serviços;11;125330.0
2017;6;Saúde Humana E Serviços Sociais;-115;679772.04
2023;10;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1;1432.0
2013;10;Atividades Financeiras, De Seguros E Serviços Relacionados;-36;684631.0
2010;3;Organismos Internacionais E Outras Instituições Extraterritoriais;30;31200.0
2013;4;Construção;410;823298.2000000001
2016;7;Saúde Humana E Serviços Sociais;359;521197.12
2016;12;Informação E Comunicação;118;1045148.0
2018;3;Educação;68;554514.84
2016;4;Informação E Comunicação;-180;910795.73
2023;7;Artes, Cultura, Esporte E Recreação;4;114170.20000000001
2021;12;Atividades Imobiliárias;10;45239.509999999995
2023;10;Saúde Humana E Serviços Sociais;13;1035258.2799999994
2007;8;Atividades Profissionais, Científicas E Técnicas;21;61191.0
2019;12;Alojamento E Alimentação;-7;781811.0
2019;2;Saúde Humana E Serviços Sociais;28;582742.0
2013;3;Atividades Imobiliárias;17;36995.0
2023;9;Atividades Profissionais, Científicas E Técnicas;-4;
2014;9;Outras Atividades De Serviços;-30;261940.51
2009;1;Indústrias De Transformação;-913;2880744.09
2009;1;Atividades Financeiras, De Seguros E Serviços Relacionados;17;285273.55
2018;5;Artes, Cultura, Esporte E Recreação;-7;73613.0
2024;10;Administração Pública, Defesa E Seguridade Social;-1;2993.29
2023;7;Alojamento E Alimentação;28;1330620.3300000005
2016;9;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-10;44924.0
2009;8;Atividades Administrativas E Serviços Complementares;247;1429086.89
2014;6;Atividades Administrativas E Serviços Complementares;-24;1843066.16
2016;2;"Comércio; Reparação De Veículos Automotores E Motocicletas";-660;4835211.21
2008;11;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1;1308.0
2008;3;Atividades Profissionais, Científicas E Técnicas;10;81330.01
2017;2;Atividades Administrativas E Serviços Complementares;-79;1709260.24
2008;11;Artes, Cultura, Esporte E Recreação;4;17334.0
2019;2;Atividades Financeiras, De Seguros E Serviços Relacionados;135;1169196.0
